"ModelType","Name","Type","Body","Head","Hands","Legs","Feet"
"644","Bomb Palanquin (Mount)","Unknown","","","","",""
"645","Wamouracampa","Unknown","","","","",""
"646","Wamoura/Silkmoth","Unknown","","","","",""
"647","Nael deus Darnus","Unknown","","","","",""
"648","Mimic","Unknown","","","","",""
"649","Orb (Diabolos Nightmare)","Unknown","","","","",""
"650","Key","Unknown","","","","",""
"652","Enkidu (Chicken)","Unknown","","","","",""
"653","Arioch","Unknown","","","","",""
"654","Damselfly","Unknown","","","","",""
"655","Rafflesia","Unknown","","","","",""
"656","Dark Matter Bulb","Unknown","","","","",""
"657","Dark Matter Hornet","Unknown","","","","",""
"658","The Avatar","Unknown","","","","",""
"659","Down Wyvern","Unknown","","","","",""
"660","Fire Dragon","Unknown","","","","",""
"661","Dalamud Spawn","Unknown","","","","",""
"662","Flying Thunder Dragon","Unknown","","","","",""
"663","Flying Moss Dragon","Unknown","","","","",""
"664","Flying Fire Dragon","Unknown","","","","",""
"665","Flying Zombie Dragon","Unknown","","","","",""
"666","Rock (White)","Unknown","","","","",""
"667","Rock (White) (II)","Unknown","","","","",""
"668","Rock (White) (III)","Unknown","","","","",""
"669","N/A","Unknown","","","","",""
"670","Goblin Bomb","Unknown","","","","",""
"671","Goblin Bomb (Skull)","Unknown","","","","",""
"672","Goblin Bomb (Spiked)","Unknown","","","","",""
"673","Magitek Vangob","Unknown","","","","",""
"674","Pyracmon","Unknown","","","","",""
"675","Direwolf (Mount)","Unknown","","","","",""
"676","Orb (Yellow / Bubble)","Unknown","","","","",""
"677","Brown crate","Unknown","","","","",""
"678","Bomb Incubator (Red)","Unknown","","","","",""
"679","Whelk Ballista","Unknown","","","","",""
"681","Wind Cylinder","Unknown","","","","",""
"682","Zu Hatchling","Minion","","","","",""
"683","Wind-Up Odin","Minion","","","","",""
"684","Wind-Up Warrior of Light","Minion","","","","",""
"685","Wind-Up Bahamut","Minion","","","","",""
"686","Baby Opo-opo","Minion","","","","",""
"687","Magic Broom","Minion","","","","",""
"688","Wind-Up Moogle","Minion","","","","",""
"689","Cavalry Elbst (Mount)","Unknown","","","","",""
"690","Hecteyes","Unknown","","","","",""
"691","Imp C (Green)","Unknown","","","","",""
"692","Gilgamesh (Unarmed)","Unknown","","","","",""
"693","Wamouracampa (II) (Copy)","Unknown","","","","",""
"694","Wamoura (II) (Copy)","Unknown","","","","",""
"695","Dark Matter Roselet","Unknown","","","","",""
"696","Crate","Unknown","","","","",""
"697","Spiked Balls","Unknown","","","","",""
"698","Dark Matter Slug (Honey)","Unknown","","","","",""
"699","Wind-Up Kobld","Minion","","","","",""
"700","Wind-Up Sahagin","Minion","","","","",""
"701","Generic Person","Unknown","","","","",""
"702","Default Model","Unknown","","","","",""
"703","Default Model","Unknown","","","","",""
"704","Default Model","Unknown","","","","",""
"705","Default Model","Unknown","","","","",""
"706","Default Model","Unknown","","","","",""
"707","Default Model","Unknown","","","","",""
"708","Default Model","Unknown","","","","",""
"709","Default Model","Unknown","","","","",""
"710","Default Model","Unknown","","","","",""
"711","Default Model","Unknown","","","","",""
"712","Default Model","Unknown","","","","",""
"713","Aithon (Mount)","Unknown","","","","",""
"714","Xanthos (Mount)","Unknown","","","","",""
"715","Markab (Mount)","Unknown","","","","",""
"716","Einbarr (Mount)","Unknown","","","","",""
"717","Persona","Unknown","","","","",""
"718","Armored Bear mount","Unknown","","","","",""
"719","Warbear (Mount)","Unknown","","","","",""
"720","Golden Lion mount","Unknown","","","","",""
"721","Warlion (Mount)","Unknown","","","","",""
"722","Sallet Crab","Unknown","","","","",""
"723","Leg Trap","Unknown","","","","",""
"724","Narbrooi","Unknown","","","","",""
"725","Kraken's Arm","Unknown","","","","",""
"726","Kraken's Tentacle","Unknown","","","","",""
"727","Harpeia","Unknown","","","","",""
"728","Ninki Nanka (w/ Nankas)","Unknown","","","","",""
"729","Ninki Nanka","Unknown","","","","",""
"730","Diresaur","Unknown","","","","",""
"731","Gorynich","Unknown","","","","",""
"732","Adamantoise Dragon","Unknown","","","","",""
"733","Allagan Naga","Unknown","","","","",""
"734","Avere Bravearm","Unknown","","","","",""
"735","Sasquatch","Unknown","","","","",""
"736","Floor Circle (Water / Hullbreaker)","Unknown","","","","",""
"737","Bubble (Hullbreaker)","Unknown","","","","",""
"738","Large Red Frog","Unknown","","","","",""
"739","Shield Dragonling","Unknown","","","","",""
"740","Nanka","Unknown","","","","",""
"741","Ogrebon","Unknown","","","","",""
"742","Onion Prince","Minion","","","","",""
"743","Eggplant Knight","Minion","","","","",""
"744","Garlic Jester","Minion","","","","",""
"745","Tomato King","Minion","","","","",""
"746","Mandragora Queen","Minion","","","","",""
"747","Treasure Box","Minion","","","","",""
"748","Wind-Up Succubus","Minion","","","","",""
"749","Wind-Up Onion Knight","Minion","","","","",""
"750","Wind-Up Y'shtola","Minion","","","","",""
"751","Wind-Up Nanamo","Minion","","","","",""
"752","Nana Bear","Minion","","","","",""
"753","Miniature Minecart","Minion","","","","",""
"754","Tiny Tapir","Minion","","","","",""
"755","Nutkin","Minion","","","","",""
"756","Wind-Up Gilgamesh","Minion","","","","",""
"757","Onion Prince","Unknown","","","","",""
"758","Eggplant Knight","Unknown","","","","",""
"759","Garlic Prince","Unknown","","","","",""
"760","Tomato King","Unknown","","","","",""
"761","Mandragora Queen","Unknown","","","","",""
"763","Enkidu (Primal)","Unknown","","","","",""
"764","Icicle","Unknown","","","","",""
"766","Interceptor Drone (PVP)","Unknown","","","","",""
"767","Yeti","Unknown","","","","",""
"768","Scylla's Staff","Unknown","","","","",""
"769","Main Meteor Target","Unknown","","","","",""
"770","Dullahan (YYYYB) (Blue)","Unknown","","","","",""
"771","Dullahan (NNYYB) (Red)","Unknown","","","","",""
"772","Okeanis B (Green/Blue)","Unknown","","","","",""
"773","Allagan Mamool Ja Warrior","Unknown","","","","",""
"774","Kum Kum","Unknown","","","","",""
"775","Clockwork Bit","Unknown","","","","",""
"776","Gomory","Unknown","","","","",""
"777","Tursus","Unknown","","","","",""
"778","Azer","Unknown","","","","",""
"779","Ice Gaol","Unknown","","","","",""
"780","Interceptor Node (PVP)","Unknown","","","","",""
"781","Abaia","Unknown","","","","",""
"782","Aevis B (White)","Unknown","","","","",""
"783","Orb (Red / Syrcus Fire)","Unknown","","","","",""
"784","Orb (Blue / Syrcus Ice)","Unknown","","","","",""
"785","Orb (Purple / Syrcus Lightning)","Unknown","","","","",""
"786","Orb (Purple / Aether Lines)","Unknown","","","","",""
"787","Orb (Purple / Tam-Tara HM?)","Unknown","","","","",""
"788","Orb (Dark Blue)","Unknown","","","","",""
"789","Orb (Purple)","Unknown","","","","",""
"790","Hunters Moon Disc (Syrcus)","Unknown","","","","",""
"791","Aetherochemical Explosion Marker (Syrcus)","Unknown","","","","",""
"792","Varis zos Galvus","Unknown","","","","",""
"793","Archbishop Thordan VII","Unknown","","","","",""
"794","Endymion","Unknown","","","","",""
"795","Boogeyman","Unknown","","","","",""
"796","Wind-Up Thancred","Minion","","","","",""
"797","Wind-Up Minfilia","Minion","","","","",""
"798","Mummy's Little Mummy","Minion","","","","",""
"799","Wind-Up Ultros","Minion","","","","",""
"800","Heavy Hatchling","Minion","","","","",""
"801","Littlefoot","Minion","","","","",""
"802","Fat Cat","Minion","","","","",""
"803","Hoary the Snowman","Minion","","","","",""
"805","Demon Box","Minion","","","","",""
"807","Assassin Fry","Minion","","","","",""
"808","Naughty Nanka","Minion","","","","",""
"809","Wind-Up Delivery Moogle","Minion","","","","",""
"810","Small Red Frog","Unknown","","","","",""
"811","Warsteed (Maelstrom)","Unknown","","","","",""
"812","Warsteed (Adders)","Unknown","","","","",""
"813","Warsteed (Flames)","Unknown","","","","",""
"814","Postmoogle","Unknown","","","","",""
"815","Field Generator B (Allagan)","Unknown","","","","",""
"816","Wind-Up Panda","Minion","","","","",""
"817","Gullfaxi (Mount)","Unknown","","","","",""
"818","Boreas (Mount)","Unknown","","","","",""
"819","Small Meteor Target","Unknown","","","","",""
"820","Moonfire Elbst (Mount) (2014)","Unknown","","","","",""
"821","Fireworks Launcher","Unknown","","","","",""
"822","Kaliya","Unknown","","","","",""
"824","Karlabos","Unknown","","","","",""
"825","Ice Commander","Unknown","","","","",""
"826","Battle Biast","Unknown","","","","",""
"827","Gaelicat","Unknown","","","","",""
"828","Sentient Inkhorn","Unknown","","","","",""
"829","ADS (Cuboid - Black - Red)","Unknown","","","","",""
"830","ADS (Ovoid - Black - Red)","Unknown","","","","",""
"831","Byblos","Unknown","","","","",""
"832","Gnath","Unknown","","","","",""
"833","Imdugud","Unknown","","","","",""
"834","Opken","Unknown","","","","",""
"835","White Gaol","Unknown","","","","",""
"836","Water Imp (Dragon's Neck)","Unknown","","","","",""
"837","Manxome�Molaa�Ja�Ja","Unknown","","","","",""
"838","Frumious Koheel Ja (on Wivre)","Unknown","","","","",""
"839","Crawler","Unknown","","","","",""
"840","Bitoso","Unknown","","","","",""
"841","Deepeye","Unknown","","","","",""
"842","Reptoid","Unknown","","","","",""
"843","Vicegerent's Right Hand","Unknown","","","","",""
"844","Vicegerent's Left Hand","Unknown","","","","",""
"845","Captain Madison (Monster)","Unknown","","","","",""
"846","Daughter of Imdugud","Unknown","","","","",""
"847","Son of Imdugud","Unknown","","","","",""
"848","Orb (Phoenix's Blackfire)","Unknown","","","","",""
"849","Floor Fire (Phoenix)","Unknown","","","","",""
"850","Orb (Phoenix's Redfire)","Unknown","","","","",""
"851","Bennu (Small)","Unknown","","","","",""
"852","Bennu (Medium)","Unknown","","","","",""
"853","Bennu (Large)","Unknown","","","","",""
"854","Phoenix (Glowing)","Unknown","","","","",""
"855","The Blood of Meracydia","Unknown","","","","",""
"856","The Pain of Meracydia (Neurolinked)","Unknown","","","","",""
"857","The Gust of Meracydia","Unknown","","","","",""
"858","The Shadow of Meracydia","Unknown","","","","",""
"859","The Sin of Meracydia (Neurolinked)","Unknown","","","","",""
"860","Vicegerent's Head","Unknown","","","","",""
"861","Sastasha Pugil","Unknown","","","","",""
"862","Belah'dian Knight","Unknown","","","","",""
"863","Steinbock Doe","Unknown","","","","",""
"864","Snoll","Unknown","","","","",""
"865","Spriggan (Blue-eyed: Ice Rock)","Unknown","","","","",""
"866","Sleipnir (Mount)","Unknown","","","","",""
"867","Snowball?","Unknown","","","","",""
"868","Temple Mummy (Lalafell)","Unknown","","","","",""
"869","Temple Mummy (Roegadyn)","Unknown","","","","",""
"870","Polar Bear","Unknown","","","","",""
"871","Vine (Purple)","Unknown","","","","",""
"872","Vine","Unknown","","","","",""
"873","Sabotender Empiratriz","Unknown","","","","",""
"874","Sabotender Guardia","Unknown","","","","",""
"875","Sabotender Guardia (+ Shield)","Unknown","","","","",""
"876","Vicegerent to the Warden","Unknown","","","","",""
"877","Sentient Tome","Unknown","","","","",""
"878","Wind-Up Yda","Minion","","","","",""
"879","Wind-Up Papalymo","Minion","","","","",""
"880","Wind-Up Urianger","Minion","","","","",""
"881","Wind-Up Louisoix","Minion","","","","",""
"882","Wind-Up Gentleman","Minion","","","","",""
"883","Midgardsormr","Minion","","","","",""
"884","Wind-Up Alphinaud","Minion","","","","",""
"885","Wind-Up Alisaie","Minion","","","","",""
"886","Water Imp","Minion","","","","",""
"887","Model Enterprise","Minion","","","","",""
"888","Enkidu","Minion","","","","",""
"889","Wind-Up Gundu Warrior","Minion","","","","",""
"890","Unicolt","Minion","","","","",""
"891","Wind-Up Cid","Minion","","","","",""
"892","Wind-Up Tataru","Minion","","","","",""
"893","Owlet","Minion","","","","",""
"894","Atrophied Atomos","Minion","","","","",""
"895","Lesser Panda","Minion","","","","",""
"896","Clockwork Barrow","Minion","","","","",""
"897","Griffin Hatchling","Minion","","","","",""
"898","Iron Dwarf","Minion","","","","",""
"899","Ugly Duckling","Minion","","","","",""
"900","Page 63","Minion","","","","",""
"901","Wind-Up Violet","Minion","","","","",""
"902","Wind-Up Founder","Minion","","","","",""
"903","Wind-Up Dezul Qualan","Minion","","","","",""
"904","Skatene","Unknown","","","","",""
"905","Paissa","Unknown","","","","",""
"906","Typhon's FUNGAH!","Unknown","","","","",""
"907","A Tornado","Unknown","","","","",""
"908","4-tonze Weight","Unknown","","","","",""
"909","Damaged Adjudicator","Unknown","","","","",""
"910","Orb (Sandy / Qarn HM?)","Unknown","","","","",""
"911","Shiva (No Weapons)","Unknown","","","","",""
"912","Feridad","Unknown","","","","",""
"913","Bandersnatch","Unknown","","","","",""
"914","Miacid","Unknown","","","","",""
"915","Syricta","Unknown","","","","",""
"916","Empuse","Unknown","","","","",""
"917","Midgardsormr (Head)","Unknown","","","","",""
"918","Page 64/128/256","Unknown","","","","",""
"919","Okeanis E (Blue/Red)","Unknown","","","","",""
"920","Imp (b)","Unknown","","","","",""
"921","Bat (b) (Copy)","Unknown","","","","",""
"922","Floating Eye (b)","Unknown","","","","",""
"923","Bogy (b) (Copy)","Unknown","","","","",""
"924","Vodoriga (b)","Unknown","","","","",""
"925","Everliving Bibliotaph","Unknown","","","","",""
"926","Midgardsormr (Mount)","Unknown","","","","",""
"927","Megalotragus","Unknown","","","","",""
"928","Orb (Purple/Blue)","Unknown","","","","",""
"929","White Manacutter (Mount)","Unknown","","","","",""
"930","Magitek Gunship","Unknown","","","","",""
"931","Orb (Green)","Unknown","","","","",""
"932","Ultros (One Lump)","Unknown","","","","",""
"933","Ultros (Two Lumps)","Unknown","","","","",""
"934","Ulros (Three Lumps)","Unknown","","","","",""
"935","Vodoriga (Slumbering)","Unknown","","","","",""
"936","Mamool Ja sacred Standard","Unknown","","","","",""
"937","Mamool Ja sacred Standard","Unknown","","","","",""
"941","Gungnir","Unknown","","","","",""
"942","Archaeosaur","Unknown","","","","",""
"943","Bladed Vinegaroon","Unknown","","","","",""
"944","Archaeornis","Unknown","","","","",""
"945","Falak","Unknown","","","","",""
"946","Waukkeon","Unknown","","","","",""
"947","Spear","Unknown","","","","",""
"948","Wivre","Unknown","","","","",""
"949","Tarantula Hawk","Unknown","","","","",""
"950","Brobinyak","Unknown","","","","",""
"951","Yak","Unknown","","","","",""
"952","Vouivre","Unknown","","","","",""
"953","Nunyenunc","Unknown","","","","",""
"954","Harmachis","Unknown","","","","",""
"955","Griffin","Unknown","","","","",""
"956","Anchag","Unknown","","","","",""
"957","Mylodon","Unknown","","","","",""
"958","Kirin (Mount)","Unknown","","","","",""
"959","Kaliya (II) (Copy)","Unknown","","","","",""
"960","Orb (Blue)","Unknown","","","","",""
"962","Oppressor","Unknown","","","","",""
"963","Manipulator","Unknown","","","","",""
"964","SDS Fenrir","Unknown","","","","",""
"965","Parade Chocobo (Mount)","Unknown","","","","",""
"966","Chocobo (II)","Unknown","","","","",""
"967","Sacrificed Allagan Mamool Ja Warrior","Unknown","","","","",""
"968","Garm","Unknown","","","","",""
"969","Queen Scylla","Unknown","","","","",""
"970","Atomos Avatar","Unknown","","","","",""
"971","Sacrificed Soldier","Unknown","","","","",""
"972","Dragonfire Fly","Unknown","","","","",""
"973","Triad Table","Unknown","","","","",""
"974","Einhander","Unknown","","","","",""
"975","Bismarck","Unknown","","","","",""
"976","Ravana (Four Small Swords)","Unknown","","","","",""
"977","Tioman","Unknown","","","","",""
"978","Steam Doll (Faust)","Unknown","","","","",""
"979","Magitek Gobwidow","Unknown","","","","",""
"980","Proto-Ultima","Unknown","","","","",""
"981","Cloud of Darkness (- Clouds)","Unknown","","","","",""
"982","White Knight","Unknown","","","","",""
"983","Fire Dragonet","Unknown","","","","",""
"984","Oliphaunt","Unknown","","","","",""
"985","Alpha Groundskeeper","Unknown","","","","",""
"986","Demon Tome","Unknown","","","","",""
"987","Adamantoise (Mount)","Unknown","","","","",""
"988","Gaelikitten","Character","","","","",""
"989","Wind-Up Kain","Character","","","","",""
"990","Chocobo Chick Courier","Character","","","","",""
"991","Broken Mooglebox","Character","","","","",""
"992","Griffin (Mount)","Unknown","","","","",""
"993","Waitress","Character","","","","",""
"994","Mirage Dragon (Thunder)","Unknown","","","","",""
"995","Mirage Dragon (Ice)","Unknown","","","","",""
"996","Astraea","Unknown","","","","",""
"997","Ceruleum Tank","Unknown","","","","",""
"998","Ceruleum Tank","Unknown","","","","",""
"999","Generator (Keeper of the Lake)","Unknown","","","","",""
"1000","Atomos Prime","Unknown","","","","",""
"1001","Dragon Head (Gilgamesh)","Unknown","","","","",""
"1002","Snare (Steps of Faith)","Unknown","","","","",""
"1003","Exploding Barrels (Steps of Faith)","Unknown","","","","",""
"1004","Xande's Clone","Unknown","","","","",""
"1005","Two-Headed Dragon","Unknown","","","","",""
"1006","Dark Sprite","Unknown","","","","",""
"1007","Orb (White / Five-headed Dragon?)","Unknown","","","","",""
"1008","Orb (Blue Static)","Unknown","","","","",""
"1009","Cloud of Darkness' Dark Storm","Unknown","","","","",""
"1010","Orb (Binding Chains)","Unknown","","","","",""
"1011","Gobwalker (Mount)","Unknown","","","","",""
"1012","Vinegaroon","Unknown","","","","",""
"1013","Piston Lubricant","Unknown","","","","",""
"1014","Gear Lubricant","Unknown","","","","",""
"1015","Orb (Lightning)","Unknown","","","","",""
"1016","Model Magitek Bit","Minion","","","","",""
"1017","Puff of Darkness","Minion","","","","",""
"1018","Mandragora (b) (Gardening Copy)","Unknown","","","","",""
"1019","Midgardsormr (Head)","Unknown","","","","",""
"1020","Midgardsormr (Head)","Unknown","","","","",""
"1021","ADS (Enormous Egg) (Hartching-tide 2015)","Unknown","","","","",""
"1022","Spriggan (Yellow-eyed w/ Red Egg)","Unknown","","","","",""
"1023","Spriggan (Yellow-eyed w/ Yellow Egg)","Unknown","","","","",""
"1024","Generic Person - Carrying Crate","Character","","","","",""
"1025","Cloud of Darkness - Dark Cloud","Unknown","","","","",""
"1026","Fenrir (Mount)","Unknown","","","","",""
"1027","Rook Autoturret","Unknown","","","","",""
"1028","Bishop Autoturret","Unknown","","","","",""
"1029","Logistics System","Unknown","","","","",""
"1030","Magitek Gunship B (Blue)","Unknown","","","","",""
"1031","Generic Person","Character","","","","",""
"1032","Hecteyes (II) (Slightly Lighter Copy)","Unknown","","","","",""
"1033","Lily of the Saint","Unknown","","","","",""
"1034","Corpse Flower","Unknown","","","","",""
"1035","Icetrap","Unknown","","","","",""
"1036","Melia","Unknown","","","","",""
"1037","Frostbitten War Hound","Unknown","","","","",""
"1038","Gastornis","Unknown","","","","",""
"1039","Zoblyn","Unknown","","","","",""
"1040","Hropken","Unknown","","","","",""
"1041","Minotaur","Unknown","","","","",""
"1042","Elder Wyvern","Unknown","","","","",""
"1043","Endymion B (Rainbow)","Unknown","","","","",""
"1044","Meracydian Vouivre","Unknown","","","","",""
"1045","Sankchinni","Unknown","","","","",""
"1046","Korrigan","Unknown","","","","",""
"1047","Ascian Prime","Unknown","","","","",""
"1048","Nidhogg (Hraesvelgr's Left Eye / Fresh Scars)","Unknown","","","","",""
"1049","Nidhogg (No Eyes / Fresh Left Scar)","Unknown","","","","",""
"1050","Hraesvelgr (One Eye)","Unknown","","","","",""
"1051","Tiamat","Unknown","","","","",""
"1052","Tulihand","Unknown","","","","",""
"1053","Bifericeras","Unknown","","","","",""
"1054","Vanu Totem","Unknown","","","","",""
"1055","Ratel","Unknown","","","","",""
"1056","Sun Leech","Unknown","","","","",""
"1057","Clay Claw","Unknown","","","","",""
"1058","Sanuwa","Unknown","","","","",""
"1060","Living Liquid (Vessel)","Unknown","","","","",""
"1061","Living Liquid (Anthromorph)","Unknown","","","","",""
"1062","Living Liquid (Chiromorph Right)","Unknown","","","","",""
"1063","Living Liquid (Chiromorph Left)","Unknown","","","","",""
"1064","Dhalmel","Unknown","","","","",""
"1065","Pegasus (Mount)","Unknown","","","","",""
"1066","Matoya","Unknown","","","","",""
"1067","King Thordan","Unknown","","","","",""
"1068","Topaz Carbuncle","Minion","","","","",""
"1070","Cloth Scraps?","Unknown","","","","",""
"1071","Dragonkiller Cannon","Unknown","","","","",""
"1072","Raskovnik","Unknown","","","","",""
"1073","Gallimimus","Unknown","","","","",""
"1074","Bit C (Red)","Unknown","","","","",""
"1075","Poroggo","Unknown","","","","",""
"1076","Biohazard","Unknown","","","","",""
"1078","Rheum of the Mountain","Unknown","","","","",""
"1079","Blood of the Mountain","Unknown","","","","",""
"1080","Black Knight","Unknown","","","","",""
"1081","Clockwork Spider B (Violet Glow)","Unknown","","","","",""
"1082","Gobtank","Unknown","","","","",""
"1083","Eruca","Unknown","","","","",""
"1084","Oppressor 0.5","Unknown","","","","",""
"1085","Ravana (Glowing Red: Two Large Swords)","Unknown","","","","",""
"1086","Ravana (Shadowed)","Unknown","","","","",""
"1087","Ravana (Two Large Swords)","Unknown","","","","",""
"1088","Beta Groundskeeper","Unknown","","","","",""
"1089","Enforcement Droid","Unknown","","","","",""
"1090","T-Pose Default Model","Unknown","","","","",""
"1092","Cultured Shabti","Unknown","","","","",""
"1093","Shabti","Unknown","","","","",""
"1094","Biblioklept","Unknown","","","","",""
"1095","Phantom Ray","Unknown","","","","",""
"1096","Moon Gana","Unknown","","","","",""
"1097","Spirit Gana","Unknown","","","","",""
"1098","Steam Bit","Unknown","","","","",""
"1099","Iksalion","Unknown","","","","",""
"1100","The Curator","Unknown","","","","",""
"1101","Vanu Vanu","Unknown","","","","",""
"1102","Generic Person","Character","","","","",""
"1103","Generic Person","Character","","","","",""
"1104","Generic Person","Character","","","","",""
"1105","Chandrahas","Unknown","","","","",""
"1106","Amphiptere","Unknown","","","","",""
"1107","Azys Lla ADS (Spheroid - Silver - Red)","Unknown","","","","",""
"1108","Azys Lla ADS (Spheroid - Silver - White)","Unknown","","","","",""
"1109","Azys Lla ADS (Spheroid - Silver - Violet)","Unknown","","","","",""
"1110","Azys Lla ADS (Spheroid - Silver - Lavender)","Unknown","","","","",""
"1111","Azys Lla ADS (Spheroid - Silver - Aqua)","Unknown","","","","",""
"1112","Azys Lla ADS (Spheroid - Silver - Green)","Unknown","","","","",""
"1113","Azys Lla ADS (Spheroid - Silver - Yellow)","Unknown","","","","",""
"1114","Azys Lla ADS (Spheroid - Silver - Orange)","Unknown","","","","",""
"1115","Azys Lla ADS (Spheroid - White - Red)","Unknown","","","","",""
"1116","Azys Lla ADS (Spheroid - White - White)","Unknown","","","","",""
"1117","Azys Lla ADS (Spheroid - White - Violet)","Unknown","","","","",""
"1118","Azys Lla ADS (Spheroid - White - Lavender)","Unknown","","","","",""
"1119","Azys Lla ADS (Spheroid - White - Aqua)","Unknown","","","","",""
"1120","Azys Lla ADS (Spheroid - White - Green)","Unknown","","","","",""
"1121","Azys Lla ADS (Spheroid - White - Yellow)","Unknown","","","","",""
"1122","Azys Lla ADS (Spheroid - White - Orange)","Unknown","","","","",""
"1123","Azys Lla ADS (Cuboid - Silver - Red)","Unknown","","","","",""
"1124","Azys Lla ADS (Cuboid - Silver - White)","Unknown","","","","",""
"1125","Azys Lla ADS (Cuboid - Silver - Violet)","Unknown","","","","",""
"1126","Azys Lla ADS (Cuboid - Silver - Lavender)","Unknown","","","","",""
"1127","Azys Lla ADS (Cuboid - Silver - Aqua)","Unknown","","","","",""
"1128","Azys Lla ADS (Cuboid - Silver - Green)","Unknown","","","","",""
"1129","Azys Lla ADS (Cuboid - Silver - Yellow)","Unknown","","","","",""
"1130","Azys Lla ADS (Cuboid - Silver - Orange)","Unknown","","","","",""
"1131","Azys Lla ADS (Cuboid - White - Red)","Unknown","","","","",""
"1132","Azys Lla ADS (Cuboid - White - White)","Unknown","","","","",""
"1133","Azys Lla ADS (Cuboid - White - Violet)","Unknown","","","","",""
"1134","Azys Lla ADS (Cuboid - White - Lavender)","Unknown","","","","",""
"1135","Azys Lla ADS (Cuboid - White - Aqua)","Unknown","","","","",""
"1136","Azys Lla ADS (Cuboid - White - Green)","Unknown","","","","",""
"1137","Azys Lla ADS (Cuboid - White - Yellow)","Unknown","","","","",""
"1138","Azys Lla ADS (Cuboid - White - Orange)","Unknown","","","","",""
"1139","Azys Lla ADS (Ovoid - Silver - Red)","Unknown","","","","",""
"1140","Azys Lla ADS (Ovoid - Silver - White)","Unknown","","","","",""
"1141","Azys Lla ADS (Ovoid - Silver - Violet)","Unknown","","","","",""
"1142","Azys Lla ADS (Ovoid - Silver - Lavender)","Unknown","","","","",""
"1143","Azys Lla ADS (Ovoid - Silver - Aqua)","Unknown","","","","",""
"1144","Azys Lla ADS (Ovoid - Silver - Green)","Unknown","","","","",""
"1145","Azys Lla ADS (Ovoid - Silver - Yellow)","Unknown","","","","",""
"1146","Azys Lla ADS (Ovoid - Silver - Orange)","Unknown","","","","",""
"1147","Azys Lla ADS (Ovoid - White - Red)","Unknown","","","","",""
"1148","Azys Lla ADS (Ovoid - White - White)","Unknown","","","","",""
"1149","Azys Lla ADS (Ovoid - White - Violet)","Unknown","","","","",""
"1150","Azys Lla ADS (Ovoid - White - Lavender)","Unknown","","","","",""
"1151","Azys Lla ADS (Ovoid - White - Aqua)","Unknown","","","","",""
"1152","Azys Lla ADS (Ovoid - White - Green)","Unknown","","","","",""
"1153","Azys Lla ADS (Ovoid - White - Yellow)","Unknown","","","","",""
"1154","Azys Lla ADS (Ovoid - White - Orange)","Unknown","","","","",""
"1155","Toco Toco","Unknown","","","","",""
"1156","Cathedral Gargoyle","Unknown","","","","",""
"1157","Sphinx","Unknown","","","","",""
"1158","Pterygotus","Unknown","","","","",""
"1159","Griffin B (Brown)","Unknown","","","","",""
"1160","Sanguiptere","Unknown","","","","",""
"1161","Sanuwa (Mount)","Unknown","","","","",""
"1162","Behemoth Heir","Character","","","","",""
"1163","Accompanyment Node","Character","","","","",""
"1164","Steam-powered Gobwalker G-VII","Character","","","","",""
"1165","Wind-Up Iceheart","Character","","","","",""
"1166","Wind-Up Gestahl","Character","","","","",""
"1167","Wind-Up Yugiri","Character","","","","",""
"1168","Emerald Carbuncle","Character","","","","",""
"1169","Bug minion with army hat","Unknown","","","","",""
"1170","Paissa Brat","Character","","","","",""
"1171","Wind-Up Illuminatus","Character","","","","",""
"1172","Pumpkin Butler","Character","","","","",""
"1173","Hunting Hawk","Character","","","","",""
"1174","Shalloweye","Character","","","","",""
"1175","Penguin Prince","Character","","","","",""
"1176","Wind-Up Relm","Character","","","","",""
"1181","Nunyenunc's Shadow","Unknown","","","","",""
"1182","Bit D (Black & Gold)","Unknown","","","","",""
"1183","Steam Bit B (Purple)","Unknown","","","","",""
"1184","Panther (Mount)","Unknown","","","","",""
"1185","Graoully","Unknown","","","","",""
"1186","Vidofnir","Unknown","","","","",""
"1187","Coeurlregina (Darkened)","Unknown","","","","",""
"1188","So'sanuwa","Unknown","","","","",""
"1189","Ul'sanuwa","Unknown","","","","",""
"1190","Ice Dragonet","Unknown","","","","",""
"1191","Moss Dragonet","Unknown","","","","",""
"1192","Dragon Statue (Aery)","Unknown","","","","",""
"1193","Crystals","Unknown","","","","",""
"1194","Drakespur","Unknown","","","","",""
"1195","Garuda's Plume (Many Feathers)","Unknown","","","","",""
"1196","Orb (Blue Fire)","Unknown","","","","",""
"1197","Orb (Green Wind)","Unknown","","","","",""
"1198","Orb (Red/Blue)","Unknown","","","","",""
"1199","Orb (Green Cloud)","Unknown","","","","",""
"1200","Orb (Fire)","Unknown","","","","",""
"1201","Circle (Vertical Purple Effect)","Unknown","","","","",""
"1202","Orb (Sky Blue)","Unknown","","","","",""
"1203","Orb (Golden Electricity)","Unknown","","","","",""
"1204","Orb (Bubble)","Unknown","","","","",""
"1205","Wind Circle","Unknown","","","","",""
"1206","Water Circle","Unknown","","","","",""
"1207","Landmine (Pulsing)","Unknown","","","","",""
"1208","Orb (Darkness)","Unknown","","","","",""
"1209","Gaius van Baelsar X Slash","Unknown","","","","",""
"1210","Elder Syricta","Unknown","","","","",""
"1211","Poroggo (+ Blue Hat)","Unknown","","","","",""
